English	Marathi
We've been talking about you.	Aamhi tumchyavar bolat hota.
We've been working all night.	Aamhi raat bhar kam kela.
We've got a mystery to solve.	Aamchya kade ek rahasya suljhavayla aahe.
We've had a very hard winter.	Aamchya kade khup kathin shita aahe.
We've only got three minutes.	Aamchya kade fakta teen minute aahet.
We've run enough for one day.	Aamchya kade ek divas sathi khup chalavla aahe.
Were you at home all morning?	Tu kal savar gharat hotas ka?
Were you looking at her legs?	Tu tichya jamba kade baghitla ka?
What Tom did was very stupid.	Tom ne je kele te khup moorkhapan hota.
What are my responsibilities?	Majhya kartavyanchi list kay aahe?
What are the neighbors doing?	Padhyavarchya lok kay karat aahet?
What are you trying to imply?	Tu kay sangaycha prayatna kartoy?
What are you trying to prove?	Tu kay pramanit karaycha prayatna kartoy?
What are you wearing tonight?	Tu aaj raat kay ghalaycha aahe?
What do I want to talk about?	Mi kay vicharaycha aahe?
What do they call their baby?	Tyani tichya mulala kay mhanat?
What do those lights signify?	Te prakaash kay dakhavtat?
What do you call your mother?	Tu tichya aai la kay mhanat?
What do you expect to happen?	Tu kay ghataycha aasha karto?
What do you feel like eating?	Tu kay khanyasathi ichhito?
What do you have in your bag?	Tujhya bag madhe kay aahe?
We should follow his example.	Aamhi tyacha udaharan ghyayla paaije.
We should get more organized.	Aamhi khup sajag rahayla paaije.
We should love our neighbors.	Aamhi aaplya padhyavarchya prem karayla paaije.
We should tell Tom the truth.	Aamhi Tom la satya sangayla paaije.
We should've stayed with Tom.	Aamhi Tom sobat rahayla paaije.
We still have plenty of time.	Aamchya kade khup vel aahe.
We talked about it all night.	Aamhi raat bhar tyavar bolat rahalo.
We took shelter under a tree.	Aamhi ek vrukshache chhaya ghetli.
We traveled around Australia.	Aamhi Australia madhe ghoomlay.
We usually talked in English.	Aamhi sarvada English madhe bolat hota.
We waited for him to turn up.	Aamhi tyala yevayla wait kela.
We walked ten miles that day.	Aamhi tyadivashi dus miles padli.
We want you to sing the song.	Aamhi tumhala he geet ghalayla ichhito.
We went on a picnic together.	Aamhi ekatra picnic la jhalu.
We went to the beach to swim.	Aamhi samudrat paahanyasathi jhalu.
We were at a loss what to do.	Aamhi kay karaycha te mahiti nahi hota.
We were born on the same day.	Aamhi ekach divas janmala aale.
We were up all night talking.	Aamhi raat bhar bolat rahalo.
We weren't talking about you.	Aamhi tumchyavar bolat nahi hota.
We will be living in England.	Aamhi England madhe rahato.
We will make up for the loss.	Aamhi nuksan bharpayla paaije.
We work every day but Sunday.	Aamhi pratek divas karyat aahe.
We work from dawn until dusk.	Aamhi uday paryant kam karato.
We'd do anything to help you.	Aamhi tumhala madat karayla kahi hi karu shakto.
We'd like you to sing a song.	Aamhi tumhala ek geet ghalayla ichhito.
We'll accept your conditions.	Aamhi tumchyasathi niyam swikar karu.
We'll all be dead eventually.	Aamhi sarv lok ek divas maru shakto.
We'll be back here next week.	Aamhi pudhcha hapta ithe parat yeu.
We'll be back on air shortly.	Aamhi jald punha on air yeu.
We'll have to take that risk.	Aamhala he risk ghyayla paaije.
We'll pick Tom up on the way.	Aamhi rasta madhe Tom la ghyu.
We'll sort this out tomorrow.	Aamhi he udya suljhavayla paaije.
We'll talk about it tomorrow.	Aamhi he udya bolu.
We're all together right now.	Aamhi aata sarv ekatra aahe.
We're better off without you.	Aamhi tumchyasathi rahun khup chhan aahe.
We're going to be aggressive.	Aamhi khup aggressive honar aahe.
We're going to be late again.	Aamhi punha tard honar aahe.
We're going to eat right now.	Aamhi aata khayla jau.
We're going to work together.	Aamhi ekatra kam karayla jau.
We're missing something here.	Aamhi ithe kahi kami aahe.
We're not in the 80s anymore.	Aamhi aata 80s madhe nahi aahe.
We're the best at what we do.	Aamhi je karato te khup chhan aahe.
We're totally cool with that.	Aamhi he khup cool aahe.
We're very satisfied with it.	Aamhi he khup santusht aahe.
We've been talking about you.	Aamhi tumchyavar bolat hota.
We've been working all night.	Aamhi raat bhar kam kela.
We've got a mystery to solve.	Aamchya kade ek rahasya suljhavayla aahe.
We've had a very hard winter.	Aamchya kade khup kathin shita aahe.
We've only got three minutes.	Aamchya kade fakta teen minute aahet.
We've run enough for one day.	Aamchya kade ek divas sathi khup chalavla aahe.
Were you at home all morning?	Tu kal savar gharat hotas ka?
Were you looking at her legs?	Tu tichya jamba kade baghitla ka?
What Tom did was very stupid.	Tom ne je kele te khup moorkhapan hota.
What are my responsibilities?	Majhya kartavyanchi list kay aahe?
What are the neighbors doing?	Padhyavarchya lok kay karat aahet?
What are you trying to imply?	Tu kay sangaycha prayatna kartoy?
What are you trying to prove?	Tu kay pramanit karaycha prayatna kartoy?
What are you wearing tonight?	Tu aaj raat kay ghalaycha aahe?
What do I want to talk about?	Mi kay vicharaycha aahe?
What do they call their baby?	Tyani tichya mulala kay mhanat?
What do those lights signify?	Te prakaash kay dakhavtat?
What do you call your mother?	Tu tichya aai la kay mhanat?
What do you expect to happen?	Tu kay ghataycha aasha karto?
What do you feel like eating?	Tu kay khanyasathi ichhito?
What do you have in your bag?	Tujhya bag madhe kay aahe?
When can I see you next time?	Tu pudhcha vel kiti bhetu shakto?
When did you finish the work?	Tu kam kela kiti?
When do you want me to start?	Tu mala kay suru karaycha aahe?
When is your book coming out?	Ticha pustak kadhi yeil?
When is your school festival?	Tichya school cha utsav kadhi aahe?
When shall I return the book?	Mi pustak kadhi parat karaycha?
When should I return the car?	Mi car kadhi parat karaychi?
When will we arrive in Tokyo?	Aamhi Tokyo kadhi yeu?
When will you come back home?	Tu gharat kadhi parat yeu?
When would you like to begin?	Tu kadhi suru karayla ichhito?
Where are your friends going?	Tujhe mitra kuthe jaat aahet?
Where can I buy a live tiger?	Mi jivant tiger kuthe ghetu shakto?
Where can I do some shopping?	Mi kuthe shopping karu shakto?
Where can I leave my bicycle?	Mi majha cycle kuthe thevu shakto?
Where did all this come from?	He sarva kuthe aale?
Where did you buy that shirt?	Tu te shirt kuthe ghetla?
Where did you go last Sunday?	Tu pichla ravivara kuthe gela?
Where did you learn all that?	Tu he sarva kuthe shikla?
Where did you learn to shoot?	Tu goli chalavayla kuthe shikla?
Where did you see that woman?	Tu te mahila kuthe pahila?
Where do you think I met her?	Tu kay vichartay ki mi tichya kade kuthe pahila?
"Where do you want to go, sir?"	"Tumhi kuthe jauyaicha aahe, sir?"
Where have you been all week?	Tu sarva hapta kuthe hotas?
Where is the Chinese embassy?	Chinese embassy kuthe aahe?
Where was this picture taken?	He photo kuthe ghetla?
Where would you like to live?	Tu kuthe rahayla ichhito?
Where's the closest bus stop?	Sarvat javalacha bus stop kuthe aahe?
Which bed do you want to use?	Tu konta bed ghalaycha aahe?
Which credit cards can I use?	Mi kontya credit cards vapru shakto?
Which hat do you want to buy?	Tu konta topi ghetu shakto?
Which of you came here first?	Tumhya madhun konta pahila aala?
Who am I supposed to go with?	Mi kashyasobat jauyaicha aahe?
Who are we competing against?	Aamhi kashyasobat pratispardha kartoy?
Who are your closest friends?	Tujhe khup javalache mitra konta aahet?
Who designed the White House?	White House kashne tayar kela?
Who did you give the book to?	Tu te pustak kashya la dila?
Who do you think that man is?	Tu kay vichartay ki he manus kon aahe?
Who invited Tom to the party?	Tom la party la kashne bulavla?
Who wants some hot chocolate?	Kashya la hot chocolate pahije?
Who will look after the baby?	Bala kashne rakshya karayla aahe?
Who's been eating my peanuts?	Kashne majhya peanuts khala?
Who's playing hockey tonight?	Aaj raat hockey khelto ka?
What do you make of all this?	Tu he sarva kay samajhato?
What do you say we go skiing?	Tu kay mhantay ki aapan skiing la jau?
What do you think they'll do?	Te kay karu shakto asay tujhya vicharat?
What do you want to do today?	Tu aaj kay karaycha aahe?
What does silence sound like?	Shanti kashi vatate?
"What does that mean, exactly?"	He exactly kay mhanje?
What does this remind you of?	He tujha kay smaran karato?
What does this sentence mean?	He vakya kay mhanje?
What don't you want me to do?	Tu kay nahi karaycha mhanat?
What exactly am I paying for?	Mi exactly kay sathi bhugtan karto?
What flower do you like best?	Tula konta phool khup avadato?
What happened here yesterday?	Yethe kal kay zhalay?
What happens if that happens?	He zhalay tar kay honar?
What if something goes wrong?	He zhalay tar kay honar?
What is it you want me to do?	Tu mala kay karayla mhanat?
What is the capital of Haiti?	Haiti chi rajdhani kay aahe?
What is the good of doing it?	He karanyacha kay faayda aahe?
What is the speed limit here?	Ithe speed limit kay aahe?
What line of work are you in?	Tu kashya kshetra madhe aahe?
What other choice do we have?	Aamchya kade dusra kay option aahe?
What she said made him angry.	Tine je mhanla te tyala krodhit kela.
What she says sounds strange.	Tine je mhanate te ajeeb vatate.
What time do you have supper?	Tu kiti vaje supper ghalaycha aahe?
What time does the club open?	Club kadhi suru hota?
What was served at the party?	Party madhe kay serve zhalay?
What were you dreaming about?	Tu kay swapna ghalaycha hota?
What were you thinking about?	Tu kay vichar karat hota?
What will the newspapers say?	Akbar kay mhanar?
What would you do without me?	Tu majhya vinay kay karaycha?
What would you like me to do?	Tu mala kay karayla ichhito?
What would you like to drink?	Tu kay piyayla ichhito?
What would your father think?	Tujha aabacha kay vichar honar?
What'll we do if Tom is late?	Tom tard zhalay tar aamhi kay karu?
What're you doing about this?	Tu he vishay kay karat aahe?
What time does the club open?	Club kadhi suru hota?
Will you please come with me?	Tu majhya sobat yeu shakto ka?
Will you sell your car to me?	Tu majhya sathi tichi car vikto ka?
Will you show me the picture?	Tu mala te chitra dakhavshil ka?
Will you watch the superbowl?	Tu Superbowl baghshil ka?
Winds from the sea are humid.	Samudratun aane wale hawa khushk aahe.
"Windy this morning, isn't it?"	"Aaj savar hawa khup aahe, nahi ka?"
Winter is my favorite season.	Shita majha avadta rutu aahe.
"Without you, I would've died."	"Tujhya vinay, mi marla asto."
Won't you have some more tea?	Tu thoda jast chai nahi ghalu shakto ka?
Would 9 o'clock be all right?	9 vaje theek aahe ka?
Would you be friends with me?	Tu majhya sobat mitra banayla ichhito ka?
Would you be willing to help?	Tu madat karayla tayar aahe ka?
Would you come here a moment?	Tu ek pal ithe yeu shakto ka?
Would you give me a discount?	Tu mala discount dila shakto ka?
Would you help me if I moved?	Tu mala madat karayla tayar aahe ka?
Would you like a cup of milk?	Tu ek glass doodh ghalayla ichhito ka?
Would you like another apple?	Tu ek dusra seb ghalayla ichhito ka?
Would you like tea or coffee?	Tu chai ki coffee ghalayla ichhito ka?
Would you like to freshen up?	Tu thoda refresh honayala ichhito ka?
Yes. You're absolutely right.	Ho. Tu khup yogya aahe.
Yesterday I helped my father.	Kal mi majhya babala madat keli.
You always were good at math.	Tu hamesha ganit madhe chhan hotas.
You and I are going together.	Tu ani mi ekatra jau.
You and I have the same idea.	Tu ani mi ekach vichar ahe.
You are as tall as my sister.	Tu majhya bahin kadar ucha aahe.
You are both pretty and kind.	Tu donhi sundar ani dayalu aahe.
"You are busy now, aren't you?"	"Tu aata busy aahe, nahi ka?"
You are not a child any more.	Tu aata ek mulga nahi aahe.
You are suitable for the job.	Tu he job sathi yogya aahe.
"You aren't busy now, are you?"	"Tu aata busy nahi aahe, nahi ka?"
You can be anything you want.	Tu kahi hi banhu shakto.
You can count on me any time.	Tu kadhi hi mala bharosa thevu shakto.
You can do whatever you like.	Tu kahi hi karu shakto.
You can easily find the bank.	Tu bank khup sope ghetu shakto.
You can go anyplace you like.	Tu kahi hi jau shakto.
You can go wherever you want.	Tu kuthe hi jau shakto.
You can sit down if you want.	Tu basu shakto jar tu ichhit asel tar.
You can't cancel the meeting.	Tu meeting cancel karu shakto nahi.
You can't carry on like this.	Tu asay chalavayla nahi shakto.
You can't control everything.	Tu sarva kahi control karu shakto nahi.
You can't keep this a secret.	Tu he secret ghalu shakto nahi.
You can't know that for sure.	Tu he khup nishchit nahi mahiti.
You can't live without water.	Tu paanyas vinay jeevan ghet nahi.
You can't park your car here.	Tu ithe tichi car park karu shakto nahi.
You can't play baseball here.	Ithe baseball khelayla nahi shakto.
You can't run away from this.	Tu he nahi fugayla shakto.
You could've killed somebody.	Tu kahi lokana goli maru shakto hota.
"You didn't buy that, did you?"	"Tu he nahi ghetla, nahi ka?"
"You didn't complain, did you?"	"Tu nahi complain kela, nahi ka?"
You didn't tell him anything?	Tu tyala kahi nahi sangitla?
You do seem a little on edge.	Tu thoda ghabrala vatato.
You don't have a temperature.	Tula fever nahi aahe.
You don't have to be so rude.	Tu khup rude honayachi garaj nahi aahe.
You don't have to work today.	Tu aaj kam karaychi garaj nahi aahe.
You don't look like your dad.	Tu tichya aabacha sarkha nahi vatato.
You don't need to be nervous.	Tula ghabraychi garaj nahi aahe.
You don't seem to understand.	Tu samajhato nahi vatato.
You don't seem too surprised.	Tu khup aashcharya nahi vatato.
"You feel lonesome, don't you?"	"Tu ekatva vatato, nahi ka?"
You gave me only fifty cents.	Tu mala fakta fifty cents dila.
You gotta get more organized.	Tu khup sajag rahayla paaije.
You had better go to bed now.	Tu aata bhetayla jaya.
You have a great imagination.	Tula khup chhan kalpana aahe.
You have beautiful blue eyes.	Tula khup sundar neela aankh aahe.
You have blood on your hands.	Tula haathavar rakt aahe.
You have good taste in music.	Tula sangeet madhe chhan ghoshti avadate.
You have no right to be here.	Tula ithe rahaycha adhikar nahi aahe.
You have to accept your role.	Tula tichya bhumika swikar karaychi aahe.
You just wouldn't understand.	Tu samajhato nahi.
"You know her name, don't you?"	"Tula tichya naav mahiti aahe, nahi ka?"
"You know her name, don't you?"	"Tula tichya naav mahiti aahe, nahi ka?"
You know we'd never hurt you.	Tula mahiti aahe ki aamhi kadhi hi tujha dukhavnar nahi.
You know what you have to do.	Tula mahiti aahe ki tu kay karaycha aahe.
"You know, I had a lot of fun."	"Tula mahiti aahe, mala khup maja aali."
You look just like my sister.	Tu majhya bahin sarkha dakhavto.
You may as well come with me.	Tu majhya sobat yeu shakto.
You may choose what you like.	Tu je avadte te ghetu shakto.
You may go anywhere you like.	Tu kuthe hi jau shakto.
You might be late for school.	Tu school sathi tard honar.
You must allow for his youth.	Tula tyachi yuva avasthachi kalaji ghyaychi aahe.
You must not go out at night.	Tu raatri baher nahi jau shakto.
You must not leave right now.	Tu aata parat nahi jau shakto.
You must realize that by now.	Tula aata he samajhaya paaije.
You must respect your elders.	Tula aaplya aajni la samman karaycha aahe.
You must think this is funny.	Tula he khup funny vatato.
You need to accept your role.	Tula tichya bhumika swikar karaychi aahe.
You need to do more research.	Tula khup adhik research karaychi aahe.
You need to press the button.	Tula button ghalayla paaije.
You only need to concentrate.	Tula fakta dhyan ghyaycha aahe.
You really must stop smoking.	Tula khup jaruri aahe ki tu smoking band kar.
You really speak French well.	Tu khup chhan French bolto.
"You recognize her, don't you?"	"Tula ti mahiti aahe, nahi ka?"
"You recognize him, don't you?"	"Tula tyala mahiti aahe, nahi ka?"
You remind me of my daughter.	Tu mala majhya mulichi smaran karato.
You remind me of your father.	Tu mala tichya aabacha smaran karato.
You remind me of your mother.	Tu mala tichya aai cha smaran karato.
You said I could talk to Tom.	Tu mhanla ki mi Tom la bolu shakto.
You said you figured out why.	Tu mhanla ki tu mahiti kela.
You said you wanted a family.	Tu mhanla ki tu ek parivar pahije.
You seem to be a kind person.	Tu ek dayalu vyakti vatato.
You seem to be an honest man.	Tu ek imaandaar manus vatato.
You should do that right now.	Tu he aata suru karayla paaije.
You should follow his advice.	Tu tyacha sujhav palan karayla paaije.
You should get married again.	Tu punha lagna karayla paaije.
You should get some exercise.	Tu thoda vyayam karayla paaije.
You should get your hair cut.	Tu tichya hair katarayla paaije.
You should have come earlier.	Tu khup vel aala paaije.
You should have known better.	Tu khup chhan samajhaya paaije.
You should keep your promise.	Tu tichya vaadya la palan karayla paaije.
You should look that word up.	Tu te shabd shodhanyasathi ghyayla paaije.
You should look this word up.	Tu he shabd shodhanyasathi ghyayla paaije.
You should look up that word.	Tu te shabd shodhanyasathi ghyayla paaije.
You should look up this word.	Tu he shabd shodhanyasathi ghyayla paaije.
You should not speak so loud.	Tu khup loud bolaycha nahi.
You should run for president.	Tu president sathi chalavayla paaije.
You should see Tom's picture.	Tu Tom cha photo pahayla paaije.
You shouldn't break promises.	Tu vaadya la todaycha nahi.
You shouldn't eat raw snails.	Tu kachya kharich khaycha nahi.
You shouldn't have done that.	Tu he nahi karaycha hota.
You sure have a lot of nerve!	Tu khup dhairya dakhavto!
"You understand French, right?"	"Tu French samajhato, nahi ka?"
"You understand German, right?"	"Tu German samajhato, nahi ka?"
You want to remain anonymous.	Tu anonyas rahayla ichhito.
"You were hungry, weren't you?"	"Tu bhukhla hotas, nahi ka?"
"You were scared, weren't you?"	"Tu bhaybheet hotas, nahi ka?"
You won't find anything here.	Tu ithe kahi nahi milu shakto.
You'd better give up smoking.	Tu smoking band karayla bhetayla paaije.
"You know her name, don't you?"	"Tula tichya naav mahiti aahe, nahi ka?"
You know we'd never hurt you.	Tula mahiti aahe ki aamhi kadhi hi tujha dukhavnar nahi.
You know what you have to do.	Tula mahiti aahe ki tu kay karaycha aahe.
"You know, I had a lot of fun."	"Tula mahiti aahe, mala khup maja aali."
You look just like my sister.	Tu majhya bahin sarkha dakhavto.
You may as well come with me.	Tu majhya sobat yeu shakto.
You may choose what you like.	Tu je avadte te ghetu shakto.
You may go anywhere you like.	Tu kuthe hi jau shakto.
You might be late for school.	Tu school sathi tard honar.
You must allow for his youth.	Tula tyachi yuva avasthachi kalaji ghyaychi aahe.
You must not go out at night.	Tu raatri baher nahi jau shakto.
You must not leave right now.	Tu aata parat nahi jau shakto.
You must realize that by now.	Tula aata he samajhaya paaije.
You must respect your elders.	Tula aaplya aajni la samman karaycha aahe.
You must think this is funny.	Tula he khup funny vatato.
You need to accept your role.	Tula tichya bhumika swikar karaychi aahe.
You need to do more research.	Tula khup adhik research karaychi aahe.
You need to press the button.	Tula button ghalayla paaije.
You only need to concentrate.	Tula fakta dhyan ghyaycha aahe.
You really must stop smoking.	Tula khup jaruri aahe ki tu smoking band kar.
You really speak French well.	Tu khup chhan French bolto.
"You recognize her, don't you?"	"Tula ti mahiti aahe, nahi ka?"
"You recognize him, don't you?"	"Tula tyala mahiti aahe, nahi ka?"
You remind me of my daughter.	Tu mala majhya mulichi smaran karato.
You remind me of your father.	Tu mala tichya aabacha smaran karato.
You remind me of your mother.	Tu mala tichya aai cha smaran karato.
You said I could talk to Tom.	Tu mhanla ki mi Tom la bolu shakto.
You said you figured out why.	Tu mhanla ki tu mahiti kela.
You said you wanted a family.	Tu mhanla ki tu ek parivar pahije.
You seem to be a kind person.	Tu ek dayalu vyakti vatato.
You seem to be an honest man.	Tu ek imaandaar manus vatato.
You should do that right now.	Tu he aata suru karayla paaije.
You should follow his advice.	Tu tyacha sujhav palan karayla paaije.
You should get married again.	Tu punha lagna karayla paaije.
You should get some exercise.	Tu thoda vyayam karayla paaije.
You should get your hair cut.	Tu tichya hair katarayla paaije.
You should have come earlier.	Tu khup vel aala paaije.
You should have known better.	Tu khup chhan samajhaya paaije.
You should keep your promise.	Tu tichya vaadya la palan karayla paaije.
You should look that word up.	Tu te shabd shodhanyasathi ghyayla paaije.
You should look this word up.	Tu he shabd shodhanyasathi ghyayla paaije.
You should look up that word.	Tu te shabd shodhanyasathi ghyayla paaije.
You should look up this word.	Tu he shabd shodhanyasathi ghyayla paaije.
You should not speak so loud.	Tu khup loud bolaycha nahi.
You should run for president.	Tu president sathi chalavayla paaije.
You should see Tom's picture.	Tu Tom cha photo pahayla paaije.
You shouldn't break promises.	Tu vaadya la todaycha nahi.
You shouldn't eat raw snails.	Tu kachya kharich khaycha nahi.
You shouldn't have done that.	Tu he nahi karaycha hota.
You sure have a lot of nerve!	Tu khup dhairya dakhavto!
"You understand French, right?"	"Tu French samajhato, nahi ka?"
"You understand German, right?"	"Tu German samajhato, nahi ka?"
You want to remain anonymous.	Tu anonyas rahayla ichhito.
"You were hungry, weren't you?"	"Tu bhukhla hotas, nahi ka?"
"You were scared, weren't you?"	"Tu bhaybheet hotas, nahi ka?"
You won't find anything here.	Tu ithe kahi nahi milu shakto.
You'd better give up smoking.	Tu smoking band karayla bhetayla paaije.
You'd better give up smoking.	Tu smoking band karayla bhetayla paaije.
You'd better go home at once.	Tu jald gharat jayla paaije.
You'd better not see her now.	Tu aata tila pahila nahi paaije.
You'd better take care of it.	Tu te vishayat kalaji ghyayla paaije.
You'll be crying before long.	Tu jald roDhil.
You'll go to school tomorrow.	Tu udya school la jashil.
You'll have a wonderful time.	Tu chhan vela ghalvil.
You'll have to learn to cook.	Tu shikayala paaije.
You'll never escape that way.	Tu asya reetine kadhi fugayla nahi shakshil.
You'll never leave this town.	Tu hi nagari kadhi soDhnar nahi!
"You're Tom's students, right?"	"Tumi Tom che vidyarthi aahat, nahi ka?"
You're about three days late.	Tu lagbhag tin divas tard aahe.
You're almost as tall as Tom.	Tu Tom kadar lagbhag ucha aahe.
You're always criticizing me!	Tu sarvada mala tika karto!
You're carrying this too far.	Tu he khup duur neto.
You're completely delusional.	Tu purna bhrantit aahe.
"You're depressed, aren't you?"	"Tu udaas aahe, nahi ka?"
You're doing the right thing.	Tu yogya goshti karto.
You're driving like a maniac!	Tumi pagal sarkhe drive karat aahat!
You're embarrassing yourself.	Tu swatahla lajavitoye.
"You're impressed, aren't you?"	"Tu bhavit zhalas, nahi ka?"
You're just being diplomatic.	Tu fakt diplomacy karto aahe.
You're just like your father.	Tu tujhya aabacha sarkha aahe.
You're just like your mother.	Tu tujhya aai cha sarkha aahe.
You're not going fast enough.	Tu jast veglya veglya jaat nahi aahe.
You're not my friend anymore.	Tu majha mitra nahi raha.
You're not telling the truth.	Tu satya sangat nahi aahe.
You're not thinking straight.	Tu thik vichaar karat nahi aahe.
You're not totally blameless.	Tu purna nirdosh nahi aahe.
You're not usually like this.	Tu asadharan aahe.
You're required to help them.	Tyanna madat karayla tula paaije.
"You're still mad, aren't you?"	"Tu aata hi krodhit aahe, nahi ka?"
You're the girl of my dreams.	Tu majhya swapnachi mulikaa aahe.
You've had all week to study.	Tula sarvada saptaha abhyas karayla hota.
Your birthday is coming soon.	Tujha janmadinacha aata yeil.
Your cat is driving me crazy.	Tujha billi mala pagal karto aahe.
Your courtesy is appreciated.	Tujhi sabhyata aabhaar manyata aahe.
Your daughter is very pretty.	Tujhi mulighi khup sundar aahe.
Your daughters are beautiful.	Tujhya muli sundar aahet.
Your efforts came to nothing.	Tujhe prayatna vyarth gele.
Your friendship is important.	Tujhi maitri important aahe.
Your hands need to be washed.	Tujhe haat dhovale paaijeet.
Your idea is similar to mine.	Tujha vichar majhya sarkha aahe.
Your paintings are beautiful.	Tujhe chitra sundar aahet.
Your pen is better than mine.	Tujha pen majhya peksha chhan aahe.
Your pencils need sharpening.	Tujhe pencil tike karayla paaijeet.
Your sweater is on backwards.	Tujha sweater ulta aahe.
Youth is wasted on the young.	Yuva avastha tarun lokani vyarth keli aahe.
"""I like traveling. ""So do I."""""""	"""Mi travel karayla avadta. ""Mi hi."""""""
"""Thank you. ""You're welcome."""""""	"""Dhanyavad. ""Aabhaar."""""""
"""Who is in the car? ""Tom is."""""""	"""Gadimat kon aahe? ""Tom."""""""
A boy came running towards me.	Ek mulga majhya disha ne dhavat aala.
A burnt child dreads the fire.	Jalayla ghalela mulga pani la bhayata.
A button has come off my coat.	Majhya coat var ek button utarla.
A crowd gathered at the scene.	Ghatnaasthalavar ek bhir jmla.
A doctor was sent for at once.	Veglya veglya ek vaidya pathavla.
A dog followed me to my house.	Ek kutra majhya gharaparyant mala anusarla.
A dog was run over by a truck.	Ek kutra ek truck ne chaptala.
A dolphin is a kind of mammal.	Dolphin hi ek prakar cha mammal aahe.
A face appeared at the window.	Ek muhurt khidkita dakhlu zhaala.
A good citizen obeys the laws.	Chhan nagrik kanun paalana karto.
A good idea came into my head.	Ek chhan vichaar majhya dimagyat aala.
A good idea came into my mind.	Ek chhan vichaar majhya manaat aala.
A good many people were there.	Khup lok tya ithe hote.
A good sweat will cure a cold.	Chhan sveda ek thandi bhar karil.
A new oil tanker was launched.	Ek navin tel vahan shodla gela.
A new room was assigned to me.	Ek navin kamara mala sopa vili geli.
A new year always brings hope.	Nava varsha hamesha aasha anavte.
A number of books were stolen.	Pustakanche ek sankhya chori geli.
A red dress looks good on her.	Ek laal dress tichya var chhan dakhavte.
A rose has thorns on its stem.	Ek gulab tyacha dandi var kanta aahet.
A smile doesn't cost anything.	Ek hasya sathi kahi kharch nahi.
A square has four equal sides.	Ek chaukat char saman baju aahet.
A unicycle has only one wheel.	Ek unicycle fakt ek chakra aahe.
A yard is equal to three feet.	Ek yard tin fit sarkha aahe.
"Above all, children need love."	"Sarvopari, mulanna prem pahije."
Accidents happen all the time.	Aapatti sarvada ghadata.
"Actually, I feel like talking."	"Khara tar, mi bolayala ichhito."
"Actually, I've never seen one."	"Khara tar, mi kadhi ek pahila nahi."
"Actually, it was quite simple."	"Khara tar, te khup sopa hote."
Adjust the microscope's focus.	Microscope cha focus adjust kar.
Ah! That clears up everything.	Ah! He sarva spashta karto.
All I can do is to do my best.	Mi je karu shakto te fakt majhi uttkrusht karnagiri aahe.
All of them are good teachers.	Te sarve chhan shikshak aahet.
All our attempts were in vain.	Aamchya sarva prayatnanche vyarth zhaale.
All that glitters is not gold.	Sarvach chamakdar vastu sone naahin.
All the boys are the same age.	Sarve mulge ekach vayacha aahet.
All the guests have gone home.	Sarve paahuney ghari gele aahet.
All the ingredients are fresh.	Sarve ghataka naveen aahet.
All the sails were taken down.	Sarve jahaaz ke pankhe utarle gele.
All we can do is wait for him.	Tyacha vaat pahanyaapeksha kami aahe.
All you have to do is to wait.	Tula fakat vaat pahilyaachi garaj aahe.
Am I going to be normal again?	Mi punha saamanya honar ka?
America did away with slavery.	America ne gulami nishkaasit keli.
An android is a kind of robot.	Ek android hi ek prakar cha robot aahe.
An eagle is flying in the sky.	Ek shikhar gagan madhe udato aahe.
Answer at once when spoken to.	Tumhala jya vela bole tyavela veglya veglya uttra dya.
Antimatter is highly unstable.	Antimatter khup asthayi aahe.
Any bed is better than no bed.	Kahi hi palla ek palla peksha chhan aahe.
Any house is better than none.	Kahi hi ghar ek ghar peksha chhan aahe.
Anyone can write his own name.	Pratyekjana swatahcha naav lihu shakto.
Are Tom and Mary your friends?	Tom ani Mary tumche mitra aahet ka?
Are all the passengers aboard?	Sarve pravashe aata aabhyantarit aahet ka?
Are any seats still available?	Aajun kahi jaga khali aahet ka?
Are you a high school student?	Tu ek high school cha vidyarthi aahe ka?
Are you a member of this crew?	Tu ya crew cha sabhya aahe ka?
Are you aware of any problems?	Tumhala kahi samasya mahiti aahet ka?
Are you enjoying your weekend?	Tu tujhya weekend la avadta ka?
Are you free tomorrow evening?	Tu udya sayan slakha aahe ka?
Are you getting enough oxygen?	Tu kafi oxygen ghet aahe ka?
Are you gonna help me or what?	Tu mala madat kanar ka nahi?
Are you insinuating something?	Tu kahi insinuate karto aahe ka?
Are you interested in flowers?	Tu phulana avadtat ka?
Are you looking for something?	Tu kahi shodhato aahe ka?
Are you looking for something?	Tu kahi shodhato aahe ka?
Are you on drugs or something?	Tu drug ghetas ka?
Are you playing games with me?	Tu majhya sobat khelat aahe ka?
Are you retarded or something?	Tu attarded mental aahe ka?
Are you still studying French?	Tu aata hi French shikto ka?
Are you still working for Tom?	Tu aata Tom sathi kam karto ka?
Are you sure that's necessary?	Tu nishchit aahe ki he garajche aahe?
Are you sure they can do this?	Tu nishchit aahe ki te he karu shaktil ka?
Are you sure you're not tired?	Tu nishchit aahe ki tu thakla nahi ka?
Aren't you afraid of anything?	Tu kahi hi bhay nahi kartos ka?
Aren't you going to report it?	Tu he report karayla nahi jaat ka?
Aren't you pushing it too far?	Tu he khup dur nahi ghetas ka?
Aren't you too young to smoke?	Tu khup tarun nahi aahe ka smoking karayla?
Arithmetic deals with numbers.	Ganit sankhya var adharit aahe.
