English,Marathi
Can you help me with this project?," ""Tu mala he project madhe madat karu shakto ka?"""
I enjoy going for long walks.," ""Mala lamba chalu ghalayla aavadtat."""
What's your favorite childhood memory?," ""Tujha aavadta balpanacha smaran kay aahe?"""
I'm thinking about learning a new skill.," ""Mi ek navi kala shikanyacha vichar karto."""
Do you like to cook?," ""Tula khana banavayla aavadtat ka?"""
I'm planning to visit my friends.," ""Mi majhya mitranna bhetnyachi yojna karto."""
What's your dream vacation destination?," ""Tujha sapna cha vacation sthal kay aahe?"""
I love exploring new places.," ""Mala navi jagah shodhanyala aavadtat."""
Do you like to read fiction?," ""Tula kalpanik pustake vachat aavadtat ka?"""
I'm excited to try new foods.," ""Mi navi khana try karanyasathi utsuk aahes."""
I need to finish my homework.," ""Mala majha homework complete karaycha ahe."""
Can you help me with this task?," ""Tu mala he task madhe madat karu shakto ka?"""
What's your favorite childhood game?," ""Tujha aavadta balpanacha khel kay aahe?"""
I'm planning to start a new hobby.," ""Mi ek navi shauq shuru karaycha vichar karto."""
Do you enjoy watching sports?," ""Tula khel pahatana aavadtat ka?"""
I'm going to the library later.," ""Mi nantar library madhe jau."""
Have you ever tried meditation?," ""Tu kadhi hi dhyana ghetla ka?"""
I'm interested in learning photography.," ""Mi photography shikanyasathi utsuk aahes."""
Can you recommend a good movie?," ""Tu ek chhan chitra sujhav shaktos ka?"""
I love to travel and explore new places.," ""Mala safar karayla aavadtat ani navi jagah shodhanyala."""
What's your favorite way to relax?," ""Tujha aavadta relax karanyacha tarika kay aahe?"""
I'm trying to improve my cooking skills.," ""Mi majha khana banavanyacha kaushal sudharanyasathi prayatna karto."""
Do you like to play board games?," ""Tula board games khelayla aavadtat ka?"""
I'm excited about the upcoming festival.," ""Mi yeunara utsav sathi khup utsuk aahes."""
Can you show me how to do that?," ""Tu mala he kasa karaycha te dakhavshil ka?"""
I enjoy spending time in nature.," ""Mala prakruti madhe vel ghalayla aavadtat."""
What's your favorite type of music?," ""Tujha aavadta music cha prakar kay aahe?"""
I'm thinking about taking a vacation.," ""Mi chutti ghenyacha vichar karto."""
Do you like to go hiking?," ""Tula hiking karayla aavadtat ka?"""
I'm learning to play the piano.," ""Mi piano vajavayla shikto."""
Can you help me find my glasses?," ""Tu mala majhi chashma shodhanyasathi madat karu shakto ka?"""
I love visiting art galleries.," ""Mala kala gallery visit karayla aavadtat."""
What's your favorite breakfast food?," ""Tujha aavadta nashta kay aahe?"""
I'm trying to eat more fruits and vegetables.," ""Mi adhik phal ani sabji khanyasathi prayatna karto."""
Do you enjoy going to concerts?," ""Tula concert madhe jau aavadtat ka?"""
I'm planning a road trip this summer.," ""Mi ya summer madhe ek road trip chi yojna karto."""
Can you recommend a good book to read?," ""Tu ek chhan pustak sujhav shaktos ka?"""
I love learning about different cultures.," ""Mala vibhinn sanskruti badal shikayla aavadtat."""
What's your favorite outdoor activity?," ""Tujha aavadta baher cha khel kay aahe?"""
I'm excited to try new recipes.," ""Mi navi recipes try karanyasathi khup utsuk aahes."""
Do you like to watch documentaries?," ""Tula documentary pahatana aavadtat ka?"""
I'm going to start exercising regularly.," ""Mi niyamane vyayam karayla suru karu."""
Can you help me with my presentation?," ""Tu mala majhya presentation madhe madat karu shakto ka?"""
I enjoy going to the farmer's market.," ""Mala kisan bazaar madhe jau aavadtat."""
What's your favorite way to stay active?," ""Tujha aavadta active rahanyacha tarika kay aahe?"""
I'm thinking about adopting a pet.," ""Mi ek pet ghenyacha vichar karto."""
Do you like to go camping?," ""Tula camping karayla aavadtat ka?"""
I'm excited to learn a new language.," ""Mi ek navi bhasha shikanyasathi khup utsuk aahes."""
Can you help me organize my schedule?," ""Tu mala majha schedule sangathit karanyasathi madat karu shakto ka?"""
I love watching the sunset.," ""Mala suryast pahayla aavadtat."""
What's your favorite thing to do on weekends?," ""Tujha weekend la kay karayla aavadta?"""
I'm planning to volunteer at the shelter.," ""Mi aashray kendra madhe seva karanyachi yojna karto."""
Do you enjoy cooking for others?," ""Tula dusryansathi khana banavayla aavadtat ka?"""
I'm learning to garden.," ""Mi bagiche vadhaavayla shikto."""
Can you recommend a good restaurant nearby?," ""Tu ek chhan restaurant sujhav shaktos ka?"""
I love trying new cuisines.," ""Mala navi bhaji khanyala aavadtat."""
What's your favorite type of dessert?," ""Tujha aavadta dessert cha prakar kay aahe?"""
I'm excited to go to the beach.," ""Mi samudrat jauyala khup utsuk aahes."""
Do you like to play video games?," ""Tula video games khelayla aavadtat ka?"""
I'm trying to reduce my screen time.," ""Mi majha screen time kami karanyasathi prayatna karto."""
Can you help me with my resume?," ""Tu mala majha resume tayar karanyasathi madat karu shakto ka?"""
I enjoy taking long walks in the park.," ""Mala park madhe lamba chalu ghalayla aavadtat."""
What's your favorite childhood memory?," ""Tujha aavadta balpanacha smaran kay aahe?"""
I'm thinking about starting a podcast.," ""Mi ek podcast shuru karanyacha vichar karto."""
Do you like to collect anything?," ""Tula kahi sangrah karayla aavadtat ka?"""
I'm excited to see my friends again.," ""Mi majhya mitranna punha pahanyasathi khup utsuk aahes."""
Can you help me plan a surprise?," ""Tu mala ek surprise yojna karanyasathi madat karu shakto ka?"""
I love sharing stories with friends.," ""Mala mitranna goshtincha aavadta."""
What's your favorite way to celebrate?," ""Tujha aavadta sadhnecha tarika kay aahe?"""
I'm trying to be more patient.," ""Mi adhik dhairyashil rahanyasathi prayatna karto."""
Do you enjoy going to the theater?," ""Tula theater madhe jau aavadtat ka?"""
I'm planning to learn a musical instrument.," ""Mi ek sangeetachi upkaran shikanyachi yojna karto."""
Can you help me with my fitness goals?," ""Tu mala majha fitness goals madhe madat karu shakto ka?"""
I love exploring new hobbies.," ""Mala navi shauq shodhanyala aavadtat."""
What's your favorite childhood snack?," ""Tujha aavadta balpanacha snack kay aahe?"""
I'm excited to attend the workshop.," ""Mi workshop madhe attend karanyasathi khup utsuk aahes."""
Do you like to write stories?," ""Tula goshtincha lihayla aavadtat ka?"""
I'm trying to be more environmentally friendly.," ""Mi paryavaranacha khayal ghyanyasathi prayatna karto."""
Can you help me find a good book?," ""Tu mala ek chhan pustak shodhanyasathi madat karu shakto ka?"""
I enjoy visiting historical sites.," ""Mala itihasik sthal visit karayla aavadtat."""
What's your favorite way to express creativity?," ""Tujha aavadta srijanatmakta vyakt karanyacha tarika kay aahe?"""
I'm thinking about starting a journal.," ""Mi ek journal shuru karanyacha vichar karto."""
Do you like to watch plays?," ""Tula natak pahatana aavadtat ka?"""
I'm excited to learn about history.," ""Mi itihas badal shikanyasathi khup utsuk aahes."""
Can you help me improve my writing?," ""Tu mala majha writing sudharanyasathi madat karu shakto ka?"""
I love going to the zoo.," ""Mala zoo madhe jau aavadtat."""
What's your favorite type of exercise?," ""Tujha aavadta vyayam cha prakar kay aahe?"""
I'm planning to take a cooking class.," ""Mi ek cooking class ghenyachi yojna karto."""
Do you enjoy going to museums?," ""Tula museum madhe jau aavadtat ka?"""
I'm trying to be more organized in my life.," ""Mi majha jeevan sangathit rahanyasathi prayatna karto."""
Can you help me with my art project?," ""Tu mala majha kala project madhe madat karu shakto ka?"""
I love learning about science.," ""Mala vigyan badal shikayla aavadtat."""
What's your favorite way to stay healthy?," ""Tujha aavadta sehat rahanyacha tarika kay aahe?"""
I'm excited to try new workouts.," ""Mi navi vyayam try karanyasathi khup utsuk aahes."""
Do you like to go fishing?," ""Tula machhli pakadanyala aavadtat ka?"""
I'm planning to join a book club.," ""Mi ek pustak club madhe join karanyachi yojna karto."""
I'm excited to start my new job.," ""Mi majha nava naukri shuru karanyasathi khup utsuk aahes."""
Can you help me with my garden?," ""Tu mala majha bagicha madhe madat karu shakto ka?"""
I love going for morning runs.," ""Mala sakali daudayla ghalayla aavadtat."""
What's your favorite way to unwind?," ""Tujha aavadta relax karanyacha tarika kay aahe?"""
I'm thinking about getting a new phone.," ""Mi ek nava phone ghenyacha vichar karto."""
Do you enjoy cooking for your friends?," ""Tula mitranna khana banavayla aavadtat ka?"""
I'm planning a picnic this weekend.," ""Mi ya weekend la ek picnic chi yojna karto."""
Can you recommend a good podcast?," ""Tu ek chhan podcast sujhav shaktos ka?"""
I love visiting new cities.," ""Mala navi shahar visit karayla aavadtat."""
What's your favorite way to celebrate your birthday?," ""Tujha aavadta janmdin sadhnyacha tarika kay aahe?"""
I'm excited to learn how to dance.," ""Mi natchayla shikanyasathi khup utsuk aahes."""
Do you like to play card games?," ""Tula card games khelayla aavadtat ka?"""
I'm trying to be more disciplined.," ""Mi adhik niyamashil rahanyasathi prayatna karto."""
Can you help me with my math homework?," ""Tu mala majha ganit homework madhe madat karu shakto ka?"""
I enjoy going to the theater.," ""Mala theater madhe jau aavadtat."""
What's your favorite type of tea?," ""Tujha aavadta chai cha prakar kay aahe?"""
I'm planning to take a yoga class.," ""Mi ek yoga class ghenyachi yojna karto."""
Do you like to visit historical landmarks?," ""Tula itihasik sthal visit karayla aavadtat ka?"""
I'm excited to see the new exhibit.," ""Mi navi exhibit pahanyasathi khup utsuk aahes."""
Can you help me with my research?," ""Tu mala majha research madhe madat karu shakto ka?"""
I love going to farmer's markets.," ""Mala kisan bazaar madhe jau aavadtat."""
What's your favorite way to stay fit?," ""Tujha aavadta fit rahanyacha tarika kay aahe?"""
I'm thinking about starting a fitness routine.," ""Mi ek fitness routine shuru karanyacha vichar karto."""
Do you enjoy painting or drawing?," ""Tula painting ki drawing karayla aavadtat ka?"""
I'm excited to try new workouts at the gym.," ""Mi gym madhe navi vyayam try karanyasathi khup utsuk aahes."""
Can you help me plan my vacation?," ""Tu mala majha chutti yojna karanyasathi madat karu shakto ka?"""
I love listening to live music.," ""Mala live music aavadtat."""
What's your favorite type of exercise?," ""Tujha aavadta vyayam cha prakar kay aahe?"""
I'm planning to start a new project.," ""Mi ek nava project shuru karanyachi yojna karto."""
Do you like to go to art galleries?," ""Tula kala gallery madhe jau aavadtat ka?"""
I'm excited to learn how to skateboard.," ""Mi skateboard karayla shikanyasathi khup utsuk aahes."""
Can you help me with my computer skills?," ""Tu mala majha computer skills madhe madat karu shakto ka?"""
I enjoy exploring local shops.," ""Mala local dukan shodhanyala aavadtat."""
What's your favorite way to spend a rainy day?," ""Tujha aavadta borasat ghalayla tarika kay aahe?"""
I'm thinking about taking a photography class.," ""Mi ek photography class ghenyacha vichar karto."""
Do you like to go to the gym?," ""Tula gym madhe jau aavadtat ka?"""
I'm excited to learn about different cuisines.," ""Mi vibhinn bhaji badal shikanyasathi khup utsuk aahes."""
Can you help me with my fitness goals?," ""Tu mala majha fitness goals madhe madat karu shakto ka?"""
I love trying new restaurants.," ""Mala navi restaurant try karayla aavadtat."""
What's your favorite snack?," ""Tujha aavadta snack kay aahe?"""
I'm planning to host a dinner party.," ""Mi ek dinner party cha aayojan karanyachi yojna karto."""
Do you enjoy gardening?," ""Tula bagiche vadhaavayla aavadtat ka?"""
I'm excited to learn how to play chess.," ""Mi chess khelayla shikanyasathi khup utsuk aahes."""
Can you help me with my public speaking?," ""Tu mala majha public speaking madhe madat karu shakto ka?"""
I enjoy going to the beach during summer.," ""Mala summer madhe samudrat jau aavadtat."""
What's your favorite type of fruit?," ""Tujha aavadta phal kay aahe?"""
I'm thinking about starting a blog.," ""Mi ek blog shuru karanyacha vichar karto."""
Do you like to go to the movies?," ""Tula cinema madhe jau aavadtat ka?"""
I'm excited to learn how to knit.," ""Mi knitting karayla shikanyasathi khup utsuk aahes."""
Can you help me with my time management?," ""Tu mala majha time management madhe madat karu shakto ka?"""
I love visiting national parks.," ""Mala rashtriya udyaan visit karayla aavadtat."""
What's your favorite type of chocolate?," ""Tujha aavadta chocolate cha prakar kay aahe?"""
I'm planning to take a dance class.," ""Mi ek dance class ghenyachi yojna karto."""
Do you enjoy going to the gym?," ""Tula gym madhe jau aavadtat ka?"""
I'm excited to try new things.," ""Mi navi gosht try karanyasathi khup utsuk aahes."""
Can you help me with my writing skills?," ""Tu mala majha writing skills madhe madat karu shakto ka?"""
I enjoy going for bike rides.," ""Mala cycle chalavanyala aavadtat."""
What's your favorite type of pasta?," ""Tujha aavadta pasta cha prakar kay aahe?"""
I'm thinking about volunteering at a local charity.," ""Mi local charity madhe seva karanyacha vichar karto."""
Do you like to watch reality shows?," ""Tula reality shows pahatana aavadtat ka?"""
I'm excited to learn how to surf.," ""Mi surfing karayla shikanyasathi khup utsuk aahes."""
Can you help me with my study schedule?," ""Tu mala majha study schedule madhe madat karu shakto ka?"""
I love exploring new hiking trails.," ""Mala navi hiking trails shodhanyala aavadtat."""
What's your favorite way to stay connected with friends?," ""Tujha aavadta mitranna sambhalanyacha tarika kay aahe?"""
I'm planning to start a new fitness routine.," ""Mi ek navi fitness routine shuru karanyachi yojna karto."""
Do you enjoy cooking for your family?," ""Tula kutumbasathi khana banavayla aavadtat ka?"""
I'm excited to learn about different cultures.," ""Mi vibhinn sanskruti badal shikanyasathi khup utsuk aahes."""
Can you help me with my art project?," ""Tu mala majha kala project madhe madat karu shakto ka?"""
I enjoy going to music festivals.," ""Mala music festival madhe jau aavadtat."""
What's your favorite way to celebrate holidays?," ""Tujha aavadta chutticha sadhnyacha tarika kay aahe?"""
I'm thinking about starting a YouTube channel.," ""Mi ek YouTube channel shuru karanyacha vichar karto."""
Do you like to go to amusement parks?," ""Tula amusement park madhe jau aavadtat ka?"""
I'm excited to learn how to play the drums.," ""Mi drums vajavayla shikanyasathi khup utsuk aahes."""
Can you help me with my travel plans?," ""Tu mala majha travel plans madhe madat karu shakto ka?"""
I love visiting historical museums.," ""Mala itihasik museum visit karayla aavadtat."""
What's your favorite type of salad?," ""Tujha aavadta salad cha prakar kay aahe?"""
I'm planning to take a photography trip.," ""Mi ek photography trip ghenyachi yojna karto."""
I enjoy learning about technology.," ""Mala technology badal shikayla aavadtat."""
Can you help me with my fitness routine?," ""Tu mala majha fitness routine madhe madat karu shakto ka?"""
I'm excited to visit my relatives.," ""Mi majhya sambandhiyanna visit karanyasathi khup utsuk aahes."""
What's your favorite way to spend time with family?," ""Tujha aavadta kutumbasathi vel ghalanyacha tarika kay aahe?"""
I love trying new recipes for dinner.," ""Mala dinner sathi navi recipes try karayla aavadtat."""
Do you like to go for evening walks?," ""Tula sandhya chalu ghalayla aavadtat ka?"""
I'm planning to take a pottery class.," ""Mi ek pottery class ghenyachi yojna karto."""
Can you recommend a good place to eat?," ""Tu ek chhan khanyasathi sthal sujhav shaktos ka?"""
I enjoy watching the sunrise.," ""Mala suryodaya pahatana aavadtat."""
What's your favorite way to stay motivated?," ""Tujha aavadta protsahit rahanyacha tarika kay aahe?"""
A fallen tree obstructed the road.,Ek padla vruksh rasta band karat hota.
A few days' rest will do you good.,Thode divsachya vishranti tumhala changla vatel.
A few were drunk most of the time.,Thode lok praya: sarva samay madhe nashile hote.
A fire broke out during the night.,Raatri madhe ek aag lagli.
A laptop is better than a desktop.,Ek laptop desktop peksha chhan aahe.
A mustache grows on the upper lip.,Uparche hothat ek moustache ugte.
A rack of lamb makes a great meal.,Ek lambacha travers ek chhan bhojan tayar karato.
A rainbow is a natural phenomenon.,Ek indra dhanush ek prakritik ghatak aahe.
A rose's petals are very delicate.,Gulabacha patte khup komal astat.
A sleeping child is like an angel.,Nidra ghetla balak ek devacha sarkha aahe.
A small company employs 50 people.,Ek chhoti company 50 lokanna naukri deti.
A smell of lilies filled the room.,Kamalacha sugandh kamrayat bharla.
A squirrel hid among the branches.,Ek gadad koshyanchya shakhant ghupt hota.
A stranger came into the building.,Ek paraya imarat madhe ala.
A stranger spoke to me in the bus.,Ek paraya mala bus madhe bolala.
A stranger spoke to me on the bus.,Ek paraya mala bus madhe bolala.
A thief believes everybody steals.,Ek chor vishwas karto ki sagla lok chori kartat.
A traffic accident happened there.,Tithe ek traffic durghatna jhali.
A treatment will cure the disease.,Ek upchar aushadhala shodh karu shakto.
A war may break out at any moment.,Kahi hi samayala ek yudh suru hou shakto.
"After I watched TV, I went to bed.","Mala TV baghlyanantar, mi zhopanyas gaya."
"After dinner, I walk on the beach.","Dineranantar, mi samudrat chalu."
"After the storm, the sea was calm.","Tufanachya nantar, samudra shant hota."
Air is a mixture of several gases.,Hawa anek gasanchi mishran aahe.
Air is a mixture of various gases.,Hawa vibhinn gasanchi mishran aahe.
All I found is a pair of scissors.,Mala je milale te ek kadhich aahe.
All I want is for you to be happy.,Mala je hava te tumhi khush rahave.
All I want is for you to be happy.,Mala je hava te tu khush rahave.
All I want is for you to be happy.,Mala je hava te tumhi khush rahave.
All I want is for you to be happy.,Mala je hava te tumhi khush rahave.
All I want is for you to be happy.,Mala je hava te tumhi khush rahave.
"All of a sudden, it became cloudy.","Sudden, akash badal lagla."
"All of a sudden, it began raining.","Sudden, paani padayla lagla."
All my children live in Boston.,Maja sagle mulga Boston madhe rahatat.
All sorts of people live in Tokyo.,Tokyo madhe prakar prakarche lok rahatat.
All the boys in class worked hard.,Class madhil sagle mulan ne mehnat keli.
All the other boys laughed at him.,Baki sagle mulan ne tyavar hansi keli.
All took part in the negotiations.,Saglyane samjhauta madhe bhaag ghetla.
All you have to do is to meet her.,Tumhala je karayache aahe te tichya bhetayche aahe.
Almost all the leaves have fallen.,Lagbhag sagle patte padle aahe.
Anarchy can happen during wartime.,Yuddha kalat anarchy hoti.
Any chance of us getting approved?,Aamchya manzooricha kahi chance aahe ka?
Anyone else want to give it a try?,Kahi dusra lok hi prayog karayala havay ka?
"Apparently, Tom doesn't like Mary.","Asha vatate, Tom la Mary avad nahi."
Apples were served as the dessert.,Seb dessert mhanun serve kele.
Are eggs a good source of protein?,Aande proteinacha chhan srot aahe ka?
Are there many animals in the zoo?,Zoo madhe khup prani aahet ka?
Are they able to read these words?,Te ya shabdancha vachan karu shaktat ka?
Are we expecting any other guests?,Aamhi kahi dusre atithi aashaa kartoy ka?
Are we talking about the same Tom?,Aapan tyachya Tom badal bolat aahot ka?
Are you Tom Jackson by any chance?,Tu Tom Jackson aahe ka?
Are you allergic to anything else?,Tu kahi dusrya goshti sathi allergy aahe ka?
Are you allergic to anything else?,Tumhala kahi dusrya goshti sathi allergy aahe ka?
Are you feeling under the weather?,Tu thoda bhetat aahes ka?
Are you feeling under the weather?,Tu thodi bhetat aahes ka?
Are you feeling under the weather?,Tumhi thoda bhetat aahat ka?
Are you going to buy a dictionary?,Tu ek dictionary kharedi karaycha aahe ka?
Are you going to the tennis court?,Tu tennis court var jaanayacha aahe ka?
Are you going to work until 10:00?,Tumhi 10:00 paryant kaam karaycha aahe ka?
Are you married or are you single?,Tu married aahe ki single aahe?
Are you pleased with your new job?,Tula tujha nava naukri avadla ka?
Are you responsible for this mess?,Tu ya gathicha zimmedar aahe ka?
Are you responsible for this mess?,Tumhi ya gathicha zimmedar aahe ka?
Are you satisfied or dissatisfied?,Tu satisfied aahe ki dissatisfied aahe?
Are you still playing the bassoon?,Tu aata hi bassoon vadat aahes ka?
Are you still playing the bassoon?,Tumhi aata hi bassoon vadat aahat ka?
Are you still playing the bassoon?,Tu aata hi bassoon vadat aahes ka?
Are you still playing the bassoon?,Tumhi aata hi bassoon vadat aahat ka?
Are you suggesting another theory?,Tu kahi dusri siddhant sujhavtat ka?
Are you talking to yourself again?,Tu punha aaplya aatmanashi bolat aahes ka?
Are you talking to yourself again?,Tumhi punha aaplya aatmanashi bolat aahat ka?
Are you talking to yourself again?,Tu punha aaplya aatmanashi bolat aahes ka?
Are you talking to yourself again?,Tumhi punha aaplya aatmanashi bolat aahat ka?
Aren't you contradicting yourself?,Tu aaplya aatmanashi virudh nahi hotes ka?
Aren't you contradicting yourself?,Tumhi aaplya aatmanashi virudh nahi hotes ka?
Aren't you going to say something?,Tu kahi bolaycha nahi ka?
Aren't you going to say something?,Tumhi kahi bolaycha nahi ka?
Arguing never got anyone anywhere.,Vadhavane kadhich kashala hi kahi nahi gela.
"As far as I know, he's a nice guy.","Mala mahit aahe, to ek chhan manus aahe."
"As long as you're here, I'll stay.","Tu jara aahe, mi thambto."
"As soon as he saw me, he ran away.","To mala baghya nantar, to palta."
"As was expected, he won the prize.","Jasa apeksha hota, to prize gela."
"At first, he sounded very sincere.","Suruvatila, to khup sathik vatala."
"At first, they didn't believe him.","Suruvatila, tyanna tyavar vishwas nahi hota."
"At last, he realized his mistakes.","Antat, tyanna tyachya chukiche mahit jhala."
"At last, the gem was in his hands.","Antat, ratna tyachya hathat hota."
At least we're still in one piece.,"Khamakha, aapan ekach tukda aahe."
"At this point, I don't need money.","Hya kshetratil, mala paisa nahi lagto."
Australia is abundant in minerals.,Australia madhe khup khanij aahe.
Be careful. The floor is slippery.,Sajaag raha. Zamin chalu aahe.
Bears hibernate during the winter.,Bhalu shita kalat nidra ghetat.
Behave yourself during my absence.,Mazi noni aslyavar chalu raha.
Bigger doesn't always mean better.,Lahya mhanje hamesha chhan nahi.
Blood circulates through the body.,Dhamani shariravar ghoomtat.
"Bring me a glass of water, please.","Mala ek glass paani dya, krupaya."
"Bring me a sheet of paper, please.","Mala ek kagad dya, krupaya."
Brush your teeth after every meal.,Pratyek bhojananantar tumcha dant brush kara.
But I don't think it's at all odd.,Pan mala nahi vatat ki he kahi odd aahe.
"By then, however, it was too late.","Tya paryant, parantu, he khup late hota."
Can I ask you a personal question?,Mi tumhala ek vyaktigat prashna vicharu shakto ka?
Can I be of any assistance to you?,Mi tumhala kahi madat karu shakto ka?
Can I get an advance on my salary?,Mi majhya tantrik var ek advance ghyu shakto ka?
Can I make a reservation for golf?,Mi golf sathi reservation karu shakto ka?
Can I reserve a flight to Chicago?,Mi Chicago sathi ek flight reserve karu shakto ka?
Can I ride this horse for a while?,Mi ha ghoda thodi vel chalu shakto ka?
Can somebody open the door please?,"Kahi lok dvara kholayla shakto ka, krupaya?"
Can you give me your phone number?,Tumhi mala tumcha phone number dya ka?
Can you go to the office by train?,Tu train ne office jau shakto ka?
Can you guys tell us where we are?,"Eh meks, tumhi aamhi kuthe aahot te sangu shakto ka?"
Can you help me wash these dishes?,Tumhi mala he vastr wash karayla madat karu shakto ka?
Can you help me wash these dishes?,Tu mala he vastr wash karayla madat karu shakto ka?
Can you meet me in the auditorium?,Tumhi mala auditorium madhe bhetu shakto ka?
Can you meet me in the auditorium?,Tu mala auditorium madhe bhetu shakto ka?
Can you narrow that down a little?,Tu thoda specific karu shakto ka?
Can you pick me up at the station?,Tu mala station var ghyu shakto ka?
Can you pick me up at the station?,Tumhi mala station var ghyu shakto ka?
Can you please look the other way?,Tu krupaya dusrya kade bakhu shakto ka?
Can you please look the other way?,Tumhi krupaya dusrya kade bakhu shakto ka?
Can you please look the other way?,Tu krupaya dusrya kade bakhu shakto ka?
Can you please look the other way?,Tumhi krupaya dusrya kade bakhu shakto ka?
Can you really predict the future?,Tu kharach bhavishya bhavishyavani karu shakto ka?
Can you see where I'm coming from?,Tu baghu shakto ka ki mi kuthe yeu ahe?
Can you supply me with all I need?,Tu mala majhya lagna saathi sagla sangrah dya shakto ka?
Can you supply me with all I need?,Tumhi mala majhya lagna saathi sagla sangrah dya shakto ka?
Can you supply me with all I need?,Tu mala majhya lagna saathi sagla sangrah dya shakto ka?
Can you supply me with all I need?,Tumhi mala majhya lagna saathi sagla sangrah dya shakto ka?
Can you take the lid off this box?,Tu ha box cha cover kadhaycha aahe ka?
Can you take the lid off this box?,Tumhi ha box cha cover kadhaycha aahe ka?
Can you tell me what is happening?,Tumhi mala sanghu shakto ka ki kay hota?
Can you tell what's wrong with it?,Tumhi sanghu shakto ka ki yacha kay chukta?
Can you tell what's wrong with it?,Tu sanghu shakto ka ki yacha kay chukta?
Can you write a letter in English?,Tu English madhe ek patra liharu shakto ka?
Can't you do something to help me?,Tu mala madat karayla kahi karu shakto ka?
Can't you do something to help me?,Tumhi mala madat karayla kahi karu shakto ka?
Careless driving causes accidents.,Lakshad nahi ghetle tar ghadak ghatna hoti.
Careless driving causes accidents.,Chalu ghoonane durghatna ghadate.
Careless driving causes accidents.,Lakshad nahi ghetle tar ghadak ghatna hoti.
Carrots are good for the eyesight.,Gajar dhrushti sathi chhan aahe.
Central Park is near where I work.,Central Park majhya naukri jithe aahe tithe nazik aahe.
Children like watching television.,Mulanna television baghnyat avadta.
Choose either of the two T-shirts.,Ya don T-shirt madhe ek chuna.
Christmas is only a few days away.,Christmas keval thode divas dur aahe.
Clocks used to be wound every day.,Ghadi pratyek divas wind kele jate.
Close your eyes for three minutes.,Tujhe aakhon ghetla teen minute sathi.
"Close your eyes, and count to ten.","Tujhe aakhon ghetla, ani das paryant gan."
Come and see me any time you like.,Kahi vel tumhala avadla tar mala bhet.
Come and see me whenever you like.,"Tumhala jithe avadla, tithe mala bhet."
Compare your translation with his.,Tujhi anuvaad tyacha sathit tulna kara.
Compare your translation with his.,Tumcha anuvaad tyacha sathit tulna kara.
Complaining won't change anything.,Grahak ghatna kahi nahi badalnar.
Copper and silver are both metals.,Tamba ani chandi donhi dhatu aahet.
Correct my spelling if it's wrong.,Majha spelling chukla tar thik kara.
"Could I get one more beer, please?","Mi ek beer daha shakto ka, krupaya?"
"Could I get one more beer, please?","Mi ek beer daha shakto ka, krupaya?"
"Could I get one more beer, please?","Mi ek beer daha shakto ka, je tumhi krupaya?"
Could I see your driver's license?,Mi tumcha driver's license baghu shakto ka?
"Could you call me tonight, please?","Tu mala aaj raat call karu shakto ka, krupaya?"
Could you check the tire pressure?,Tu tire cha pressure check karu shakto ka?
Could you check the tire pressure?,Tumhi tire cha pressure check karu shakto ka?
Could you get me some cough drops?,Tu mala thodi cough drops ghyu shakto ka?
Could you get me some cough drops?,Tumhi mala thodi cough drops ghyu shakto ka?
Could you help me wash the dishes?,Tu mala vastr wash karayla madat karu shakto ka?
Could you please repeat it slowly?,Tu krupaya he slowly repeat karu shakto ka?
Could you please stop saying that?,Tu krupaya he bolayla thambu shakto ka?
Could you please stop saying that?,Tumhi krupaya he bolayla thambu shakto ka?
Could you send it to this address?,Tumhi he ya address var pathu shakto ka?
"Could you spell your name, please?",Tumhi krupaya tumcha naav spelling karu shakto ka?
Could you tell me what's going on?,Tu mala sanghu shakto ka ki kay hota?
Could you tell me what's going on?,Tumhi mala sanghu shakto ka ki kay hota?
Could you tell me your name again?,Tumhi mala tumcha naav punha sanghu shakto ka?
Could you tell me your name again?,Tu mala tumcha naav punha sanghu shakto ka?
Could you translate this sentence?,Tumhi he vaakya anuvaad karu shakto ka?
Could you type this letter for me?,Tumhi mala he patra type karu shakto ka?
Could you wrap them up separately?,Tu tyanna alag alag bandhu shakto ka?
Crossing that desert is dangerous.,Tya marusthalat gela khatarnaak aahe.
Cut the chit-chat and get to work.,Bakwas band kara ani kaam kara.
Dad extended his legs on the sofa.,Baba sofa var tache paav vistarle.
Death is an integral part of life.,Mrityu jeevanacha ek avashyak bhaag aahe.
Did I hear you talking to someone?,Mi tula kahi lokanna bolat ahe ka?
Did I miss something this morning?,Mi aaj sakali kahi miss kelay ka?
Did anybody call on you yesterday?,Kahi lok kal tumchya kade aale ka?
Did you actually see the accident?,Tu kharach durghatna baghita ka?
Did you drive her home last night?,Tu tichya gharat raatri gela ka?
Did you enjoy the party yesterday?,Tu kalchi party enjoy keli ka?
Did you enjoy the party yesterday?,Tu kalchi party enjoy keli ka?
Did you enjoy the party yesterday?,Tumhi kalchi party enjoy keli ka?
Did you enjoy the party yesterday?,Tu kalchi raat enjoy keli ka?
Did you feed the dog this morning?,Tu aaj sakali kutryala khavala ka?
Did you have fun over the weekend?,Tu weekend madhe chhan jhalas ka?
Did you know this was coming down?,Tu jano ki he amhala yeu ahe?
Did you know this was coming down?,Tumhi jano ki he amhala yeu ahe?
Did you know this was coming down?,Tu jano ki he tumchya var yeu ahe?
Did you know this was coming down?,Tumhi jano ki he tumchya var yeu ahe?
Did you see the eclipse yesterday?,Tu kalchi grahan baghitla ka?
